key,repeat,model,state_index,condition,first_condition,order,decision_date,return_date,regime,recorded,valid,model_digest,error,latency_seconds,prompt_tokens,output_tokens,stop_reason,request_sha256,response_record_sha256,transport_outcome_unknown,action,confidence,reason_labels,cited_episode_ids,desired_exposure,executed_exposure
r1-llama3.3_70b-s0623-hidden,1,llama3.3:70b,623,hidden,exposed,50,2023-09-15,2023-09-16,mix,True,True,a6eb4748fd2990ad2952b2335a95a7f952d1a06119a0aa6a2df6cd052a93a3fa,,5.823955863714218,898,42,stop,7edd20c10234753515b9530f9c5420c1d9fe7368089d36489dd166ebefcd51d0,01fafdd9d7c97644cb7245a83bd9d40305d3aa48bbaa9820ddf7352fd464048c,False,ABSTAIN,0.9764320388084788,INSUFFICIENT_EVIDENCE,,0.4603213209945287,0.45
r1-llama3.3_70b-s0447-hidden,1,llama3.3:70b,447,hidden,hidden,51,2023-03-23,2023-03-24,mix,True,True,a6eb4748fd2990ad2952b2335a95a7f952d1a06119a0aa6a2df6cd052a93a3fa,,5.2027340065687895,888,37,stop,8c79f063fb5df8b2187aff08d9e6cd2be6353c3e7dc3f89401a29bd7fde86889,78d85c8dbdf7fe5e5150c81f57ca645f14b810ca10348b9a7d4604bc1e9aa03e,False,ABSTAIN,0.6,INSUFFICIENT_EVIDENCE,,0.4747820651317704,0.45
r1-llama3.3_70b-s0447-exposed,1,llama3.3:70b,447,exposed,hidden,52,2023-03-23,2023-03-24,mix,True,True,a6eb4748fd2990ad2952b2335a95a7f952d1a06119a0aa6a2df6cd052a93a3fa,,6.740687280893326,1410,41,stop,57d7d9ac466f4009bd9cb4e02aaa8dc8b307090799f34840ed31a8efb467b415,8ff9c7b0de4d1b0d5e52351627195189ff1e881d474d53523589968a2336b609,False,ABSTAIN,0.6321864872312197,HIGH_VOLATILITY,,0.4747820651317704,0.45
r1-llama3.3_70b-s0886-hidden,1,llama3.3:70b,886,hidden,hidden,53,2024-06-04,2024-06-05,mix,True,True,a6eb4748fd2990ad2952b2335a95a7f952d1a06119a0aa6a2df6cd052a93a3fa,,5.874945215880871,895,42,stop,a45a4ecc3ca1b88504e9528fe1bb5fb98102baeec64ea59880bdf91e5564f0c6,06c9416120d56181f7a09d931808dab1451e91a5e94da6049ce36bb78134f745,False,ABSTAIN,0.7841058543579545,INSUFFICIENT_EVIDENCE,,0.4516953944218425,0.45
r1-llama3.3_70b-s0886-exposed,1,llama3.3:70b,886,exposed,hidden,54,2024-06-04,2024-06-05,mix,True,True,a6eb4748fd2990ad2952b2335a95a7f952d1a06119a0aa6a2df6cd052a93a3fa,,10.486949758604169,1415,79,stop,e862ca2c0fd3b673b57212a90a02cfd77397a79094be7544ff10538392c1db54,b25f23b7a6a38c13bf123d9ab29cfe3c56966f7da77b917270b0a15e771b6c51,False,ABSTAIN,0.7841058543579545,HIGH_VOLATILITY|NEGATIVE_MOMENTUM,episode-001243|episode-001010|episode-001132|episode-001248|episode-001005,0.4516953944218425,0.45
r1-llama3.3_70b-s0101-hidden,1,llama3.3:70b,101,hidden,hidden,55,2022-04-11,2022-04-12,mix,True,True,a6eb4748fd2990ad2952b2335a95a7f952d1a06119a0aa6a2df6cd052a93a3fa,,6.679843477904797,893,51,stop,47ace8cfcfba7fbd1238b9de134727e0a1bee667c11cba72b5dae6989e266cdb,af6a7b001e5f597f0465ec2fe5aab534fe12ca76fea3fa8c0e4dcc103c02e0a4,False,ABSTAIN,0.9097376158727816,HIGH_VOLATILITY|NEGATIVE_MOMENTUM,,0.4774044427227636,0.5
r1-llama3.3_70b-s0101-exposed,1,llama3.3:70b,101,exposed,hidden,56,2022-04-11,2022-04-12,mix,True,True,a6eb4748fd2990ad2952b2335a95a7f952d1a06119a0aa6a2df6cd052a93a3fa,,7.661507612094283,1420,51,stop,bec96a4ecdfcd8a87947026ac52848d580857b8154b742351b597480a7760313,abad0552bc00a33b8f5cdf5e6777049da6e789e122bf6e6b2418a51e1da91161,False,ABSTAIN,0.9097376158727816,HIGH_VOLATILITY|NEGATIVE_MOMENTUM,,0.4774044427227636,0.5
r1-llama3.3_70b-s0004-hidden,1,llama3.3:70b,4,hidden,hidden,57,2022-01-04,2022-01-05,bear,True,True,a6eb4748fd2990ad2952b2335a95a7f952d1a06119a0aa6a2df6cd052a93a3fa,,6.1684168092906475,900,46,stop,2451db5c89c1510d722d0ca20d251fddbeab9d4e7aa2f00559df93226f0d84e6,758295f2f654de247b02081f1c99ba818ac7dfcf6cfe3ebcb9f0c797b6edfb5a,False,CASH,0.9973619541984634,HIGH_VOLATILITY|BEARISH_ROUTER,,0.44932279459210955,0.45
r1-llama3.3_70b-s0004-exposed,1,llama3.3:70b,4,exposed,hidden,58,2022-01-04,2022-01-05,bear,True,True,a6eb4748fd2990ad2952b2335a95a7f952d1a06119a0aa6a2df6cd052a93a3fa,,7.83982259221375,1403,52,stop,7e6cbfaab667118763667714ca20c11f493bb077d48158dece504150d5d54112,4ccec6ed10559bca28b7ec97ed9cfe6dd1fd204e59d2e06195c3a46eb947a586,False,CASH,0.9974,HIGH_VOLATILITY|BEARISH_ROUTER,episode-000367|episode-000368,0.44932279459210955,0.45
r1-llama3.3_70b-s0010-exposed,1,llama3.3:70b,10,exposed,exposed,59,2022-01-10,2022-01-11,bear,True,True,a6eb4748fd2990ad2952b2335a95a7f952d1a06119a0aa6a2df6cd052a93a3fa,,10.034147879108787,1419,74,stop,f99f650dc0634c85cc47b928b1e08aba2757d146a011dc899d171e7bce095f14,58e0488e9e53033ad64badc561770b1828a789ccfb4e08d595c4673f7ddc7c1e,False,CASH,0.9999628780800448,HIGH_VOLATILITY|BEARISH_ROUTER,episode-000372|episode-000371|episode-000374|episode-000373|episode-000370,0.4493038455264025,0.45
r1-llama3.3_70b-s0010-hidden,1,llama3.3:70b,10,hidden,exposed,60,2022-01-10,2022-01-11,bear,True,True,a6eb4748fd2990ad2952b2335a95a7f952d1a06119a0aa6a2df6cd052a93a3fa,,6.1901452876627445,907,46,stop,6f706c7c504bdde53ab550c5a3db48f6b3c830596cd773dfc0b3c4a5335108c9,444618bd440664218389c89cfc4a31b8a976efeffcfa8116f7248428a6055fbd,False,CASH,0.9999628780800448,HIGH_VOLATILITY|BEARISH_ROUTER,,0.4493038455264025,0.45
r1-llama3.3_70b-s0991-exposed,1,llama3.3:70b,991,exposed,exposed,61,2024-09-17,2024-09-18,mix,True,True,a6eb4748fd2990ad2952b2335a95a7f952d1a06119a0aa6a2df6cd052a93a3fa,,8.723900521174073,1406,61,stop,860882b0f49c7e4b898f2e72cebecc7e205b90a702f04ee5bc30d219d30f88fc,43cc1eb0b87117fdf5904e7147e8f7d14091ac955e16f2c238cfd9bcce97bb56,False,ABSTAIN,0.9892144692632844,HIGH_VOLATILITY|NEGATIVE_MOMENTUM,episode-001232|episode-000900,0.4329642342593773,0.45
r1-llama3.3_70b-s0991-hidden,1,llama3.3:70b,991,hidden,exposed,62,2024-09-17,2024-09-18,mix,True,True,a6eb4748fd2990ad2952b2335a95a7f952d1a06119a0aa6a2df6cd052a93a3fa,,5.323339838534594,893,37,stop,91ec8d2cd809ad53475dbf84550c190cd2adef13eab0bb36b9b200ae31adcdf6,99feb7eff17e14de0660dda07b059611a608c6eedebcd74fa5647ad8d99274bd,False,ABSTAIN,0.95,INSUFFICIENT_EVIDENCE,,0.4329642342593773,0.45
r1-llama3.3_70b-s1234-hidden,1,llama3.3:70b,1234,hidden,hidden,63,2025-05-18,2025-05-19,bull,True,True,a6eb4748fd2990ad2952b2335a95a7f952d1a06119a0aa6a2df6cd052a93a3fa,,5.99069195240736,890,45,stop,33fa84c29cc0f7d759de8543553db6caee9a6bb60dc21e3a56f10cf1d0bc7a43,226ca85e6341b3c864799e72e76f534b502ae9d43a70f15eb1c06617f42a814d,False,BTC,0.9990678297466868,HIGH_VOLATILITY|BULLISH_ROUTER,,0.45143809286799536,0.45
r1-llama3.3_70b-s1234-exposed,1,llama3.3:70b,1234,exposed,hidden,64,2025-05-18,2025-05-19,bull,True,True,a6eb4748fd2990ad2952b2335a95a7f952d1a06119a0aa6a2df6cd052a93a3fa,,8.65432901866734,1393,61,stop,aade1a7cad4a7e4efa0ec4b7b8132bcbaa99744e05a183f554e2c4058d2a454f,50280d77b9c6fa25dd019bb785d881dca31d9ee1bd098071142438723feb50d1,False,BTC,0.9990678297466868,HIGH_VOLATILITY|BULLISH_ROUTER,episode-001041|episode-001040|episode-001145,0.45143809286799536,0.45
r1-llama3.3_70b-s0072-exposed,1,llama3.3:70b,72,exposed,exposed,65,2022-03-13,2022-03-14,bear,True,True,a6eb4748fd2990ad2952b2335a95a7f952d1a06119a0aa6a2df6cd052a93a3fa,,8.716475244611502,1402,62,stop,df6cd8842a6d5610c1c3a7319ddccfd82797dd6bfdebbe0f8041e59c44117f1c,3f94d603f4d16103de9c8d6261384a8047a11b8f5491299f666934d712c06444,False,CASH,0.9998203368949312,HIGH_VOLATILITY|BEARISH_ROUTER,episode-000436|episode-000435|episode-000430,0.4310409883279714,0.45
r1-llama3.3_70b-s0072-hidden,1,llama3.3:70b,72,hidden,exposed,66,2022-03-13,2022-03-14,bear,True,True,a6eb4748fd2990ad2952b2335a95a7f952d1a06119a0aa6a2df6cd052a93a3fa,,6.168583936989307,897,46,stop,0d5015f65c969a572f2a21bb4fb5b73791c4e0ff02dfbeead14d47be92f9db58,0e3842d8d9be97ee88144f727c649c19fbf93779092ca0b9080f609dc601380f,False,CASH,0.9998203368949312,HIGH_VOLATILITY|BEARISH_ROUTER,,0.4310409883279714,0.45
r1-llama3.3_70b-s0769-exposed,1,llama3.3:70b,769,exposed,exposed,67,2024-02-08,2024-02-09,bull,True,True,a6eb4748fd2990ad2952b2335a95a7f952d1a06119a0aa6a2df6cd052a93a3fa,,6.368794851005077,1444,37,stop,355b3098900fffdec7eaad60e235c05a6397c09508e79b4e480cd4abb8116b92,04e4528ccc80072336118477f86cf246a244162e9e60f66ee3354c4e4d7ee4f3,False,ABSTAIN,0.5,INSUFFICIENT_EVIDENCE,,0.4511959831552444,0.45
r1-llama3.3_70b-s0769-hidden,1,llama3.3:70b,769,hidden,exposed,68,2024-02-08,2024-02-09,bull,True,True,a6eb4748fd2990ad2952b2335a95a7f952d1a06119a0aa6a2df6cd052a93a3fa,,5.80068633146584,897,42,stop,104ba8fca7e5cf890b853b57a7b55a0a59f262c2b06ccbe61c453992781b1bcf,09a2a6810814e53e8e76e4c226626271cb37ac69af1566c9afa00cee4152561c,False,ABSTAIN,0.5177429669747621,INSUFFICIENT_EVIDENCE,,0.4511959831552444,0.45
r1-llama3.3_70b-s0853-hidden,1,llama3.3:70b,853,hidden,hidden,69,2024-05-02,2024-05-03,mix,True,True,a6eb4748fd2990ad2952b2335a95a7f952d1a06119a0aa6a2df6cd052a93a3fa,,6.5719197522848845,894,51,stop,382d2c2f901cc6a43d71c6eb66a2f6f12be826de0ba6447a3b552c51740ad13d,00f9b63ffbc5732ee20d9560224b367eee15fc536ec39f4c7ed5b1a665a88559,False,ABSTAIN,0.9917075080637348,HIGH_VOLATILITY|NEGATIVE_MOMENTUM,,0.4588243269261595,0.45
r1-llama3.3_70b-s0853-exposed,1,llama3.3:70b,853,exposed,hidden,70,2024-05-02,2024-05-03,mix,True,True,a6eb4748fd2990ad2952b2335a95a7f952d1a06119a0aa6a2df6cd052a93a3fa,,10.504494408145547,1420,79,stop,140910b5d99d024f6a890e6b48b460f4f8eb617c9f79bad8d9b85b4d68f4f854,7cd331404d2b67e44e2e40508eee6a988d035c082b4de59331b83a4469b7f5c8,False,ABSTAIN,0.6314024643784618,HIGH_VOLATILITY|NEGATIVE_MOMENTUM,episode-001118|episode-001119|episode-000330|episode-000328|episode-001216,0.4588243269261595,0.45
r1-llama3.3_70b-s0569-exposed,1,llama3.3:70b,569,exposed,exposed,71,2023-07-23,2023-07-24,mix,True,True,a6eb4748fd2990ad2952b2335a95a7f952d1a06119a0aa6a2df6cd052a93a3fa,,7.694617053493857,1416,51,stop,f367f08b83b11f7e57ab226083e8a5eb702287fd2cd44c8a7d4a5f3e7b529352,dec2749de1c4481c01ab14e1ff1122609476c50157a00aeb5c245299a2330717,False,ABSTAIN,0.9054449851170112,HIGH_VOLATILITY|NEGATIVE_MOMENTUM,,0.4698493210798994,0.45
r1-llama3.3_70b-s0569-hidden,1,llama3.3:70b,569,hidden,exposed,72,2023-07-23,2023-07-24,mix,True,True,a6eb4748fd2990ad2952b2335a95a7f952d1a06119a0aa6a2df6cd052a93a3fa,,5.321762688457966,896,37,stop,83c3d5ba128ba721c9d5f5bdbfc67858e45976b5d6344ab1860669ce4b5c1755,0a5fa459776a4d8c3ec3e2bdc2c8920647e26829ed0d3ce76261bc2be10eaa00,False,ABSTAIN,0.5,INSUFFICIENT_EVIDENCE,,0.4698493210798994,0.45
r1-llama3.3_70b-s0777-hidden,1,llama3.3:70b,777,hidden,hidden,73,2024-02-16,2024-02-17,bull,True,True,a6eb4748fd2990ad2952b2335a95a7f952d1a06119a0aa6a2df6cd052a93a3fa,,5.94816174544394,893,44,stop,cb132b2d4706c78ae96e41e2596126fe7a1f4bca3f03e2af7fdca776f5fff669,6126e3dbaf4c9efcc3f96f878df26f46cd1afc4111b56a0c178468b1dd6217c5,False,BTC,0.9999171472562,HIGH_VOLATILITY|BULLISH_ROUTER,,0.4759438021116196,0.5
r1-llama3.3_70b-s0777-exposed,1,llama3.3:70b,777,exposed,hidden,74,2024-02-16,2024-02-17,bull,True,True,a6eb4748fd2990ad2952b2335a95a7f952d1a06119a0aa6a2df6cd052a93a3fa,,7.972964096814394,1398,54,stop,2f396bb731ff2d8456c0687ed7725c2744fe4cf71c2468fd10a558db6a5618d2,7e83191e11b09edfec0d3b66de0b059e5f9e56a15b91adc8239a3ad0ff24074a,False,BTC,0.9999171472562,HIGH_VOLATILITY|BULLISH_ROUTER,episode-001073|episode-001068,0.4759438021116196,0.5
r1-llama3.3_70b-s1100-exposed,1,llama3.3:70b,1100,exposed,exposed,75,2025-01-04,2025-01-05,bull,True,True,a6eb4748fd2990ad2952b2335a95a7f952d1a06119a0aa6a2df6cd052a93a3fa,,7.091721426695585,1444,44,stop,d01515cf03318784fc71f11fc2b66f41a86ce7065ef944c31b60e75d2ecf9f79,8c855eb44f218837b131aeaa7bda7841efc5794fcbdf76f206b5a4693f035571,False,BTC,0.991928399430685,HIGH_VOLATILITY|BULLISH_ROUTER,,0.4569019614342694,0.45
r1-llama3.3_70b-s1100-hidden,1,llama3.3:70b,1100,hidden,exposed,76,2025-01-04,2025-01-05,bull,True,True,a6eb4748fd2990ad2952b2335a95a7f952d1a06119a0aa6a2df6cd052a93a3fa,,6.028467638418078,896,44,stop,35bd0c61596193b280cf274eedc60ea9286eb7689e56b7173a44ec7b61d79712,40637ee15013de68cc872ba76200f6cb14c5ff6c372333967c81504b2cd8509e,False,BTC,0.991928399430685,HIGH_VOLATILITY|BULLISH_ROUTER,,0.4569019614342694,0.45
r1-llama3.3_70b-s0445-exposed,1,llama3.3:70b,445,exposed,exposed,77,2023-03-21,2023-03-22,bull,True,True,a6eb4748fd2990ad2952b2335a95a7f952d1a06119a0aa6a2df6cd052a93a3fa,,6.388840887695551,1434,37,stop,91889deda372de5dc22bfbf4cb456ce0726e9d026c05483fd4638d4da89bc317,11b722c734903f819124a39c33845dbcd0624c11531af800d1667ba6ec5bd064,False,ABSTAIN,0.5,INSUFFICIENT_EVIDENCE,,0.4698279812528112,0.45
r1-llama3.3_70b-s0445-hidden,1,llama3.3:70b,445,hidden,exposed,78,2023-03-21,2023-03-22,bull,True,True,a6eb4748fd2990ad2952b2335a95a7f952d1a06119a0aa6a2df6cd052a93a3fa,,5.532365947961807,892,39,stop,fd8b6c7fce3d0830713e3ed77fbb08756ab5bfe52cfc240e3973016006090b12,73bbc3131bd27537683a1905409b56b5109b2ab92c888675780587d065d25c44,False,BTC,0.6806729050186183,HIGH_VOLATILITY,,0.4963365821901706,0.5
r1-llama3.3_70b-s0369-hidden,1,llama3.3:70b,369,hidden,hidden,79,2023-01-04,2023-01-05,mix,True,True,a6eb4748fd2990ad2952b2335a95a7f952d1a06119a0aa6a2df6cd052a93a3fa,,5.744214719161391,898,42,stop,083bbd78711c5dc1ddb36b2364c87696bc3ac342526c3774ea77ddb38a5c4ff4,3cb2cd0766041763630ecd74260f1c0a24d676a2bd30ff8e9b8b32abd2cef79a,False,ABSTAIN,0.8703018032695417,INSUFFICIENT_EVIDENCE,,0.4672221006346818,0.45
r1-llama3.3_70b-s0369-exposed,1,llama3.3:70b,369,exposed,hidden,80,2023-01-04,2023-01-05,mix,True,True,a6eb4748fd2990ad2952b2335a95a7f952d1a06119a0aa6a2df6cd052a93a3fa,,7.7600802928209305,1428,51,stop,c6e80f1d53b0aa0d9a42e1650136c88e1265a4c4414be4a816071a4450c70c30,e0ce668ff94d2a6e1597941fd675fe88e6da1f6880cd73cabc5fbb2aea16c51d,False,ABSTAIN,0.8703018032695417,HIGH_VOLATILITY|NEGATIVE_MOMENTUM,,0.4672221006346818,0.45
r1-llama3.3_70b-s0173-exposed,1,llama3.3:70b,173,exposed,exposed,81,2022-06-22,2022-06-23,bear,True,True,a6eb4748fd2990ad2952b2335a95a7f952d1a06119a0aa6a2df6cd052a93a3fa,,8.27619656175375,1425,56,stop,8d72f0b1a08ee280e93a4b73d41edfeca6f42f451c3bcc809faf2a6cfcacee11,912352a2a84eb3f6d0d69c47ac34dba279da545a31844ff3680e38597250549d,False,CASH,0.9999999999564688,HIGH_VOLATILITY|BEARISH_ROUTER,episode-000536|episode-000537,0.4097943083793787,0.35000000000000003
r1-llama3.3_70b-s0173-hidden,1,llama3.3:70b,173,hidden,exposed,82,2022-06-22,2022-06-23,bear,True,True,a6eb4748fd2990ad2952b2335a95a7f952d1a06119a0aa6a2df6cd052a93a3fa,,6.243758769705892,917,46,stop,e648360eb8f6d40d286baa94af67d0c962aa2ec8c43300d59c73cff5cd89d83a,604cf6e5d7b7a98baa728762aede473d927fd43078123d4e01699a1d682a3d9d,False,CASH,0.9999999999564688,HIGH_VOLATILITY|BEARISH_ROUTER,,0.4097943083793787,0.35000000000000003
r1-llama3.3_70b-s1198-exposed,1,llama3.3:70b,1198,exposed,exposed,83,2025-04-12,2025-04-13,mix,True,True,a6eb4748fd2990ad2952b2335a95a7f952d1a06119a0aa6a2df6cd052a93a3fa,,10.417186072096229,1416,78,stop,9fada8df19075d1b1f28079f41e00ef7c4f1b75fd70f5c748e851d7ed4d1b8fc,0b8b1bd9d91019bf63ee65e5dada27a52c4d849a93a8a1bcb78c02e93cad59d9,False,ABSTAIN,0.877637886886867,HIGH_VOLATILITY|NEGATIVE_MOMENTUM,episode-001318|episode-000713|episode-000116|episode-000335|episode-000734,0.4162227032743265,0.4
r1-llama3.3_70b-s1198-hidden,1,llama3.3:70b,1198,hidden,exposed,84,2025-04-12,2025-04-13,mix,True,True,a6eb4748fd2990ad2952b2335a95a7f952d1a06119a0aa6a2df6cd052a93a3fa,,6.584782384335995,891,50,stop,ffc5bfd058ca81630a1c9ff338b690c8b7cda397125b3c1f69641eec46347c78,dca75d28e2079e36aae425d267f9c50325893a09f10dfd829a6492605b809425,False,ABSTAIN,0.877637886886867,HIGH_VOLATILITY|NEGATIVE_MOMENTUM,,0.4162227032743265,0.4
r1-llama3.3_70b-s0389-exposed,1,llama3.3:70b,389,exposed,exposed,85,2023-01-24,2023-01-25,bull,True,True,a6eb4748fd2990ad2952b2335a95a7f952d1a06119a0aa6a2df6cd052a93a3fa,,7.177850862964988,1403,45,stop,0966a5f7714be8494523847c0d1ba2d97d494f8dbdff06aeb2ef47efe79daa27,774e4065d94b57db989057502cb21f5bbb5968a3ee85b98e3cb036cdc2e93af4,False,BTC,0.9996927188287192,HIGH_VOLATILITY|BULLISH_ROUTER,,0.49752627925823845,0.5
r1-llama3.3_70b-s0389-hidden,1,llama3.3:70b,389,hidden,exposed,86,2023-01-24,2023-01-25,bull,True,True,a6eb4748fd2990ad2952b2335a95a7f952d1a06119a0aa6a2df6cd052a93a3fa,,6.164041765034199,896,45,stop,c202dd60dcd8f56395dde10b41e624cb18074050d8ed4d87f945f3c10d5f0762,6c0eed6cfcc6dc07202472994cd3697f11a69ac5f42565fb519eb66aaa89eb33,False,BTC,0.9996927188287192,HIGH_VOLATILITY|BULLISH_ROUTER,,0.49752627925823845,0.5
r1-llama3.3_70b-s0189-hidden,1,llama3.3:70b,189,hidden,hidden,87,2022-07-08,2022-07-09,bear,True,True,a6eb4748fd2990ad2952b2335a95a7f952d1a06119a0aa6a2df6cd052a93a3fa,,6.121780129149556,920,46,stop,4071402d83d1e8e51875a446f86bdd13a9a0ad77ce8f223e98eae970b54e3de0,5cf2779408508a7d994a02d09415249b685b67ca4ffb287bd44e50ec0ca7d665,False,CASH,0.9999999967590536,HIGH_VOLATILITY|BEARISH_ROUTER,,0.39217237338464667,0.35000000000000003
r1-llama3.3_70b-s0189-exposed,1,llama3.3:70b,189,exposed,hidden,88,2022-07-08,2022-07-09,bear,True,True,a6eb4748fd2990ad2952b2335a95a7f952d1a06119a0aa6a2df6cd052a93a3fa,,8.256507275626063,1429,56,stop,164af92e0a93720e0ad18e8b51d21ba495b366b19c166c1a6119d69fa677189e,d311c6906e3a72d902c7ce4976550dff3101552bb59c3802b7886d3f4647f5d2,False,CASH,0.9999999967590536,HIGH_VOLATILITY|BEARISH_ROUTER,episode-000541|episode-000553,0.39217237338464667,0.35000000000000003
r1-llama3.3_70b-s0345-exposed,1,llama3.3:70b,345,exposed,exposed,89,2022-12-11,2022-12-12,bear,True,True,a6eb4748fd2990ad2952b2335a95a7f952d1a06119a0aa6a2df6cd052a93a3fa,,8.803951313719153,1407,62,stop,1379ee19596888ea347a261b5c30efe0f293993c120ed3690a4227c0d6084d3a,478cf9a257cfc5140d5a671bd902758e8fc200da7c6f3350706facc859e73d70,False,CASH,0.7003242813326381,HIGH_VOLATILITY|BEARISH_ROUTER,episode-000657|episode-000656|episode-000661,0.3895757794675442,0.4
r1-llama3.3_70b-s0345-hidden,1,llama3.3:70b,345,hidden,exposed,90,2022-12-11,2022-12-12,bear,True,True,a6eb4748fd2990ad2952b2335a95a7f952d1a06119a0aa6a2df6cd052a93a3fa,,6.220335992053151,899,46,stop,41d639e852216e32807b291b0395fc15cdddb71cebad46521b297f7dda09567b,c47e69e0a7838094246d0526ca33c45760c8e01cff27cbea64db80201e4d5a2e,False,CASH,0.7003242813326381,HIGH_VOLATILITY|BEARISH_ROUTER,,0.3895757794675442,0.4
r1-llama3.3_70b-s1181-hidden,1,llama3.3:70b,1181,hidden,hidden,91,2025-03-26,2025-03-27,bear,True,True,a6eb4748fd2990ad2952b2335a95a7f952d1a06119a0aa6a2df6cd052a93a3fa,,6.039082385599613,900,45,stop,dbff24eddf4c20c0c95dbd18a56a9e87d778891bf0e20dc7d38999b95fba04a4,09d700a4214455fe4cb57de2937597210a3e4cc7cb5da101befddac7866aaae8,False,CASH,0.644118792138194,HIGH_VOLATILITY|BEARISH_ROUTER,,0.3737178537582804,0.35000000000000003
r1-llama3.3_70b-s1181-exposed,1,llama3.3:70b,1181,exposed,hidden,92,2025-03-26,2025-03-27,bear,True,True,a6eb4748fd2990ad2952b2335a95a7f952d1a06119a0aa6a2df6cd052a93a3fa,,8.136952552944422,1411,55,stop,69f3b540c0264f552be5aace9a4cb32daa4d847bf3bec949335b5c9adc88b36f,110fc16fd95957055f207f0b91836d2dff97febff6e01f3013b7b10fd82ec5d6,False,CASH,0.644118792138194,HIGH_VOLATILITY|BEARISH_ROUTER,episode-001528|episode-001327,0.3737178537582804,0.35000000000000003
r1-llama3.3_70b-s0014-exposed,1,llama3.3:70b,14,exposed,exposed,93,2022-01-14,2022-01-15,bear,True,True,a6eb4748fd2990ad2952b2335a95a7f952d1a06119a0aa6a2df6cd052a93a3fa,,8.12422739714384,1401,56,stop,102976b87df4ab5ce7e77b5a10bc5186cf21720ab8b92e91be4035162c573836,6b02b97b4d8ff4dc3afffeeab83c8ad695041fe799284309aeaf5d9eb5d8b6c5,False,CASH,0.9999226147439932,HIGH_VOLATILITY|BEARISH_ROUTER,episode-000377|episode-000378,0.4493041388654833,0.45
r1-llama3.3_70b-s0014-hidden,1,llama3.3:70b,14,hidden,exposed,94,2022-01-14,2022-01-15,bear,True,True,a6eb4748fd2990ad2952b2335a95a7f952d1a06119a0aa6a2df6cd052a93a3fa,,6.183284545317292,901,46,stop,b7fc138ce8fff2bbcfe326da8304b5e7ff6ab7da9969b22605e7fe85a21b2f3b,5a1a2a4d9eee02c49441b280cadff2928e2676f8c9134c400d84df9d7fc2ecb3,False,CASH,0.9999226147439932,HIGH_VOLATILITY|BEARISH_ROUTER,,0.4493041388654833,0.45
r1-llama3.3_70b-s0109-exposed,1,llama3.3:70b,109,exposed,exposed,95,2022-04-19,2022-04-20,bear,True,True,a6eb4748fd2990ad2952b2335a95a7f952d1a06119a0aa6a2df6cd052a93a3fa,,9.523524358868599,1395,69,stop,faeb32fc438a2b12058a0ad86c5c23090a3ae8e480d222408df4bd951639bc28,08153436679af399a04d03a49ae51bc82c79f29b5b2c191eece67c4f1a697a4c,False,CASH,0.55,HIGH_VOLATILITY|BEARISH_ROUTER,episode-000470|episode-000275|episode-000472|episode-000214|episode-000447,0.43843833080711514,0.45
r1-llama3.3_70b-s0109-hidden,1,llama3.3:70b,109,hidden,exposed,96,2022-04-19,2022-04-20,bear,True,True,a6eb4748fd2990ad2952b2335a95a7f952d1a06119a0aa6a2df6cd052a93a3fa,,6.448577888309956,895,48,stop,669745bb58e09219c835bd539e3301f83dc03d1dfe432747769b0bd7304c9e86,5c6be5da943aeffbb4d90a8f1d6a154371e572d38d19723a2c2aef3970f13187,False,ABSTAIN,0.6290280951473348,HIGH_VOLATILITY|BEARISH_ROUTER,,0.4615140324285423,0.45
r1-llama3.3_70b-s0139-exposed,1,llama3.3:70b,139,exposed,exposed,97,2022-05-19,2022-05-20,bear,True,True,a6eb4748fd2990ad2952b2335a95a7f952d1a06119a0aa6a2df6cd052a93a3fa,,10.059560330584645,1404,74,stop,799f857d5f070b7eb35056412af68b2b023c836ed25202379da2338bd16d1c2e,aa904ad588d6c18eb48130119afcf02d92604f6644f401fd0e25a0dd8928de51,False,CASH,0.9999998616564636,HIGH_VOLATILITY|BEARISH_ROUTER,episode-000501|episode-000354|episode-000503|episode-000350|episode-000502,0.42252840112974493,0.4
r1-llama3.3_70b-s0139-hidden,1,llama3.3:70b,139,hidden,exposed,98,2022-05-19,2022-05-20,bear,True,True,a6eb4748fd2990ad2952b2335a95a7f952d1a06119a0aa6a2df6cd052a93a3fa,,6.193513864651322,902,46,stop,a7f8078ea5d7a8440357642c627c78bd09c389e0bd39684c41d59732fc1bc743,024d9c8a921b913943219523b25165e27b0e5142abfeec667c8ab6bb6120f45f,False,CASH,0.9999998616564636,HIGH_VOLATILITY|BEARISH_ROUTER,,0.42252840112974493,0.4
r1-llama3.3_70b-s0339-hidden,1,llama3.3:70b,339,hidden,hidden,99,2022-12-05,2022-12-06,bear,True,True,a6eb4748fd2990ad2952b2335a95a7f952d1a06119a0aa6a2df6cd052a93a3fa,,6.0920613668859005,903,46,stop,723931d2debe60ec7119940aca0d23ecba62d599b3d06284cf2817f77570d810,f21eacafe73afb1b5723ba659666fd6da277237fd477a270cfce3ddd6c43908f,False,CASH,0.9990727893663376,HIGH_VOLATILITY|BEARISH_ROUTER,,0.3609888454482582,0.35000000000000003
