[2026-09-25T01:43:39.960937Z] new extension in runs/extension: 14928 planned calls
[2026-09-25T01:43:40.478293Z] model block: qwen3-coder:30b (repeat 1)
[2026-09-25T01:52:42.624204Z] 216/14928 r1-qwen3-coder_30b-s1236-exposed valid=True action=BTC latency=2.9s
[2026-09-25T01:52:44.469142Z] 217/14928 r1-qwen3-coder_30b-s0260-hidden valid=True action=CASH latency=1.8s
[2026-09-25T01:52:47.519909Z] 218/14928 r1-qwen3-coder_30b-s0260-exposed valid=True action=CASH latency=3.0s
[2026-09-25T01:52:49.292395Z] 219/14928 r1-qwen3-coder_30b-s0005-hidden valid=True action=CASH latency=1.8s
[2026-09-25T01:52:52.302057Z] 220/14928 r1-qwen3-coder_30b-s0005-exposed valid=True action=CASH latency=3.0s
[2026-09-25T01:52:54.094315Z] 221/14928 r1-qwen3-coder_30b-s0013-hidden valid=True action=CASH latency=1.8s
[2026-09-25T01:52:57.257578Z] 222/14928 r1-qwen3-coder_30b-s0013-exposed valid=True action=CASH latency=3.2s
[2026-09-25T01:53:00.127009Z] 223/14928 r1-qwen3-coder_30b-s0129-exposed valid=True action=CASH latency=2.9s
[2026-09-25T01:53:01.967573Z] 224/14928 r1-qwen3-coder_30b-s0129-hidden valid=True action=CASH latency=1.8s
[2026-09-25T01:53:04.056822Z] 225/14928 r1-qwen3-coder_30b-s0712-hidden valid=True action=BTC latency=2.1s
[2026-09-25T01:53:07.063198Z] 226/14928 r1-qwen3-coder_30b-s0712-exposed valid=True action=BTC latency=3.0s
[2026-09-25T01:53:10.099085Z] 227/14928 r1-qwen3-coder_30b-s0409-exposed valid=True action=ABSTAIN latency=3.0s
[2026-09-25T01:53:11.952765Z] 228/14928 r1-qwen3-coder_30b-s0409-hidden valid=True action=ABSTAIN latency=1.9s
[2026-09-25T01:53:14.896188Z] 229/14928 r1-qwen3-coder_30b-s0281-exposed valid=True action=CASH latency=2.9s
[2026-09-25T01:53:16.662564Z] 230/14928 r1-qwen3-coder_30b-s0281-hidden valid=True action=CASH latency=1.8s
[2026-09-25T01:53:18.296434Z] 231/14928 r1-qwen3-coder_30b-s0435-hidden valid=True action=BTC latency=1.6s
[2026-09-25T01:53:21.066038Z] 232/14928 r1-qwen3-coder_30b-s0435-exposed valid=True action=ABSTAIN latency=2.8s
[2026-09-25T01:53:22.854923Z] 233/14928 r1-qwen3-coder_30b-s0240-hidden valid=True action=CASH latency=1.8s
[2026-09-25T01:53:25.808543Z] 234/14928 r1-qwen3-coder_30b-s0240-exposed valid=True action=CASH latency=3.0s
[2026-09-25T01:53:27.628871Z] 235/14928 r1-qwen3-coder_30b-s0433-hidden valid=True action=ABSTAIN latency=1.8s
[2026-09-25T01:53:30.662967Z] 236/14928 r1-qwen3-coder_30b-s0433-exposed valid=True action=ABSTAIN latency=3.0s
[2026-09-25T01:53:32.470330Z] 237/14928 r1-qwen3-coder_30b-s0806-hidden valid=True action=BTC latency=1.8s
[2026-09-25T01:53:35.392279Z] 238/14928 r1-qwen3-coder_30b-s0806-exposed valid=True action=BTC latency=2.9s
[2026-09-25T01:53:38.318193Z] 239/14928 r1-qwen3-coder_30b-s0059-exposed valid=True action=CASH latency=2.9s
[2026-09-25T01:53:40.114652Z] 240/14928 r1-qwen3-coder_30b-s0059-hidden valid=True action=CASH latency=1.8s
[2026-09-25T01:53:43.059726Z] 241/14928 r1-qwen3-coder_30b-s0326-exposed valid=True action=CASH latency=2.9s
[2026-09-25T01:53:44.825412Z] 242/14928 r1-qwen3-coder_30b-s0326-hidden valid=True action=CASH latency=1.8s
[2026-09-25T01:53:47.665170Z] 243/14928 r1-qwen3-coder_30b-s0998-exposed valid=True action=ABSTAIN latency=2.8s
[2026-09-25T01:53:49.660270Z] 244/14928 r1-qwen3-coder_30b-s0998-hidden valid=True action=ABSTAIN latency=2.0s
[2026-09-25T01:53:51.273464Z] 245/14928 r1-qwen3-coder_30b-s0344-hidden valid=True action=CASH latency=1.6s
[2026-09-25T01:53:54.089677Z] 246/14928 r1-qwen3-coder_30b-s0344-exposed valid=True action=CASH latency=2.8s
[2026-09-25T01:53:55.905531Z] 247/14928 r1-qwen3-coder_30b-s1000-hidden valid=True action=BTC latency=1.8s
[2026-09-25T01:53:58.610729Z] 248/14928 r1-qwen3-coder_30b-s1000-exposed valid=True action=ABSTAIN latency=2.7s
[2026-09-25T01:54:01.385194Z] 249/14928 r1-qwen3-coder_30b-s1127-exposed valid=True action=BTC latency=2.8s
[2026-09-25T01:54:03.373737Z] 250/14928 r1-qwen3-coder_30b-s1127-hidden valid=True action=BTC latency=2.0s
[2026-09-25T01:54:06.402678Z] 251/14928 r1-qwen3-coder_30b-s0494-exposed valid=True action=ABSTAIN latency=3.0s
[2026-09-25T01:54:08.281964Z] 252/14928 r1-qwen3-coder_30b-s0494-hidden valid=True action=ABSTAIN latency=1.9s
[2026-09-25T01:54:11.352645Z] 253/14928 r1-qwen3-coder_30b-s0744-exposed valid=True action=ABSTAIN latency=3.1s
[2026-09-25T01:54:13.174985Z] 254/14928 r1-qwen3-coder_30b-s0744-hidden valid=True action=ABSTAIN latency=1.8s
[2026-09-25T01:54:16.114035Z] 255/14928 r1-qwen3-coder_30b-s0328-exposed valid=True action=CASH latency=2.9s
[2026-09-25T01:54:17.963730Z] 256/14928 r1-qwen3-coder_30b-s0328-hidden valid=True action=CASH latency=1.8s
[2026-09-25T01:54:20.952590Z] 257/14928 r1-qwen3-coder_30b-s0151-exposed valid=True action=CASH latency=3.0s
[2026-09-25T01:54:22.738313Z] 258/14928 r1-qwen3-coder_30b-s0151-hidden valid=True action=CASH latency=1.8s
[2026-09-25T01:54:24.540126Z] 259/14928 r1-qwen3-coder_30b-s0592-hidden valid=True action=ABSTAIN latency=1.8s
[2026-09-25T01:54:27.453024Z] 260/14928 r1-qwen3-coder_30b-s0592-exposed valid=True action=ABSTAIN latency=2.9s
[2026-09-25T01:54:29.200313Z] 261/14928 r1-qwen3-coder_30b-s0086-hidden valid=True action=BTC latency=1.7s
[2026-09-25T01:54:32.072653Z] 262/14928 r1-qwen3-coder_30b-s0086-exposed valid=True action=ABSTAIN latency=2.9s
[2026-09-25T01:54:33.917713Z] 263/14928 r1-qwen3-coder_30b-s0892-hidden valid=True action=ABSTAIN latency=1.8s
[2026-09-25T01:54:36.981565Z] 264/14928 r1-qwen3-coder_30b-s0892-exposed valid=True action=ABSTAIN latency=3.1s
[2026-09-25T01:54:38.693855Z] 265/14928 r1-qwen3-coder_30b-s0074-hidden valid=True action=CASH latency=1.7s
[2026-09-25T01:54:41.614772Z] 266/14928 r1-qwen3-coder_30b-s0074-exposed valid=True action=CASH latency=2.9s
[2026-09-25T01:54:43.288654Z] 267/14928 r1-qwen3-coder_30b-s0923-hidden valid=True action=CASH latency=1.7s
[2026-09-25T01:54:45.957487Z] 268/14928 r1-qwen3-coder_30b-s0923-exposed valid=True action=CASH latency=2.7s
[2026-09-25T01:54:48.811581Z] 269/14928 r1-qwen3-coder_30b-s0962-exposed valid=True action=CASH latency=2.9s
[2026-09-25T01:54:50.386519Z] 270/14928 r1-qwen3-coder_30b-s0962-hidden valid=True action=CASH latency=1.6s
[2026-09-25T01:54:52.240091Z] 271/14928 r1-qwen3-coder_30b-s0850-hidden valid=True action=ABSTAIN latency=1.8s
[2026-09-25T01:54:55.265727Z] 272/14928 r1-qwen3-coder_30b-s0850-exposed valid=True action=ABSTAIN latency=3.0s
[2026-09-25T01:54:58.068645Z] 273/14928 r1-qwen3-coder_30b-s0700-exposed valid=True action=BTC latency=2.8s
[2026-09-25T01:55:00.260570Z] 274/14928 r1-qwen3-coder_30b-s0700-hidden valid=True action=BTC latency=2.2s
[2026-09-25T01:55:03.724683Z] 275/14928 r1-qwen3-coder_30b-s0655-exposed valid=True action=ABSTAIN latency=3.5s
[2026-09-25T01:55:05.559970Z] 276/14928 r1-qwen3-coder_30b-s0655-hidden valid=True action=ABSTAIN latency=1.8s
[2026-09-25T01:55:07.494208Z] 277/14928 r1-qwen3-coder_30b-s0909-hidden valid=True action=ABSTAIN latency=1.9s
[2026-09-25T01:55:10.472269Z] 278/14928 r1-qwen3-coder_30b-s0909-exposed valid=True action=ABSTAIN latency=3.0s
[2026-09-25T01:55:13.577708Z] 279/14928 r1-qwen3-coder_30b-s1057-exposed valid=True action=BTC latency=3.1s
[2026-09-25T01:55:15.526291Z] 280/14928 r1-qwen3-coder_30b-s1057-hidden valid=True action=BTC latency=1.9s
[2026-09-25T01:55:18.603981Z] 281/14928 r1-qwen3-coder_30b-s0708-exposed valid=True action=BTC latency=3.1s
[2026-09-25T01:55:20.654579Z] 282/14928 r1-qwen3-coder_30b-s0708-hidden valid=True action=BTC latency=2.0s
[2026-09-25T01:55:22.458282Z] 283/14928 r1-qwen3-coder_30b-s0146-hidden valid=True action=CASH latency=1.8s
[2026-09-25T01:55:25.567304Z] 284/14928 r1-qwen3-coder_30b-s0146-exposed valid=True action=CASH latency=3.1s
[2026-09-25T01:55:27.526850Z] 285/14928 r1-qwen3-coder_30b-s0428-hidden valid=True action=ABSTAIN latency=2.0s
[2026-09-25T01:55:30.336448Z] 286/14928 r1-qwen3-coder_30b-s0428-exposed valid=True action=ABSTAIN latency=2.8s
[2026-09-25T01:55:32.249464Z] 287/14928 r1-qwen3-coder_30b-s1028-hidden valid=True action=ABSTAIN latency=1.9s
[2026-09-25T01:55:35.391418Z] 288/14928 r1-qwen3-coder_30b-s1028-exposed valid=True action=ABSTAIN latency=3.1s
[2026-09-25T01:55:37.403456Z] 289/14928 r1-qwen3-coder_30b-s1233-hidden valid=True action=BTC latency=2.0s
[2026-09-25T01:55:40.455849Z] 290/14928 r1-qwen3-coder_30b-s1233-exposed valid=True action=BTC latency=3.0s
[2026-09-25T01:55:42.522390Z] 291/14928 r1-qwen3-coder_30b-s0457-hidden valid=True action=BTC latency=2.1s
[2026-09-25T01:55:45.611170Z] 292/14928 r1-qwen3-coder_30b-s0457-exposed valid=True action=BTC latency=3.1s
[2026-09-25T01:55:47.476668Z] 293/14928 r1-qwen3-coder_30b-s0028-hidden valid=True action=CASH latency=1.9s
[2026-09-25T01:55:50.672623Z] 294/14928 r1-qwen3-coder_30b-s0028-exposed valid=True action=CASH latency=3.2s
[2026-09-25T01:55:52.451895Z] 295/14928 r1-qwen3-coder_30b-s0137-hidden valid=True action=CASH latency=1.8s
[2026-09-25T01:55:55.174754Z] 296/14928 r1-qwen3-coder_30b-s0137-exposed valid=True action=CASH latency=2.7s
[2026-09-25T01:55:57.966438Z] 297/14928 r1-qwen3-coder_30b-s0857-exposed valid=True action=ABSTAIN latency=2.8s
[2026-09-25T01:55:59.963601Z] 298/14928 r1-qwen3-coder_30b-s0857-hidden valid=True action=ABSTAIN latency=2.0s
[2026-09-25T01:56:02.828009Z] 299/14928 r1-qwen3-coder_30b-s1039-exposed valid=True action=ABSTAIN latency=2.9s
[2026-09-25T01:56:04.680924Z] 300/14928 r1-qwen3-coder_30b-s1039-hidden valid=True action=ABSTAIN latency=1.8s
[2026-09-25T01:56:07.184323Z] 301/14928 r1-qwen3-coder_30b-s0580-hidden valid=True action=ABSTAIN latency=2.0s
[2026-09-25T01:56:10.300617Z] 302/14928 r1-qwen3-coder_30b-s0580-exposed valid=True action=ABSTAIN latency=3.1s
[2026-09-25T01:56:12.197023Z] 303/14928 r1-qwen3-coder_30b-s1004-hidden valid=True action=ABSTAIN latency=1.9s
[2026-09-25T01:56:15.612920Z] 304/14928 r1-qwen3-coder_30b-s1004-exposed valid=True action=ABSTAIN latency=3.4s
[2026-09-25T01:56:17.352565Z] 305/14928 r1-qwen3-coder_30b-s0262-hidden valid=True action=CASH latency=1.7s
[2026-09-25T01:56:20.401608Z] 306/14928 r1-qwen3-coder_30b-s0262-exposed valid=True action=CASH latency=3.0s
[2026-09-25T01:56:23.490952Z] 307/14928 r1-qwen3-coder_30b-s0543-exposed valid=True action=ABSTAIN latency=3.1s
[2026-09-25T01:56:25.372583Z] 308/14928 r1-qwen3-coder_30b-s0543-hidden valid=True action=ABSTAIN latency=1.9s
[2026-09-25T01:56:27.380741Z] 309/14928 r1-qwen3-coder_30b-s1049-hidden valid=True action=BTC latency=2.0s
[2026-09-25T01:56:30.588411Z] 310/14928 r1-qwen3-coder_30b-s1049-exposed valid=True action=BTC latency=3.2s
[2026-09-25T01:56:33.645771Z] 311/14928 r1-qwen3-coder_30b-s1042-exposed valid=True action=BTC latency=3.1s
[2026-09-25T01:56:35.698388Z] 312/14928 r1-qwen3-coder_30b-s1042-hidden valid=True action=BTC latency=2.0s
[2026-09-25T01:56:37.751632Z] 313/14928 r1-qwen3-coder_30b-s0411-hidden valid=True action=BTC latency=2.0s
[2026-09-25T01:56:40.745455Z] 314/14928 r1-qwen3-coder_30b-s0411-exposed valid=True action=ABSTAIN latency=3.0s
[2026-09-25T01:56:42.355227Z] 315/14928 r1-qwen3-coder_30b-s0355-hidden valid=True action=CASH latency=1.6s
[2026-09-25T01:56:44.929859Z] 316/14928 r1-qwen3-coder_30b-s0355-exposed valid=True action=CASH latency=2.6s
[2026-09-25T01:56:46.863321Z] 317/14928 r1-qwen3-coder_30b-s0876-hidden valid=True action=ABSTAIN latency=1.9s
[2026-09-25T01:56:49.816237Z] 318/14928 r1-qwen3-coder_30b-s0876-exposed valid=True action=ABSTAIN latency=2.9s
[2026-09-25T01:56:51.791449Z] 319/14928 r1-qwen3-coder_30b-s0689-hidden valid=True action=BTC latency=2.0s
[2026-09-25T01:56:54.889857Z] 320/14928 r1-qwen3-coder_30b-s0689-exposed valid=True action=BTC latency=3.1s
[2026-09-25T01:56:58.141877Z] 321/14928 r1-qwen3-coder_30b-s0867-exposed valid=True action=ABSTAIN latency=3.2s
[2026-09-25T01:57:00.072135Z] 322/14928 r1-qwen3-coder_30b-s0867-hidden valid=True action=ABSTAIN latency=1.9s
[2026-09-25T01:57:03.076025Z] 323/14928 r1-qwen3-coder_30b-s0453-exposed valid=True action=BTC latency=3.0s
[2026-09-25T01:57:05.113006Z] 324/14928 r1-qwen3-coder_30b-s0453-hidden valid=True action=BTC latency=2.0s
[2026-09-25T01:57:08.165232Z] 325/14928 r1-qwen3-coder_30b-s0463-exposed valid=True action=BTC latency=3.0s
[2026-09-25T01:57:10.127999Z] 326/14928 r1-qwen3-coder_30b-s0463-hidden valid=True action=BTC latency=2.0s
[2026-09-25T01:57:12.186309Z] 327/14928 r1-qwen3-coder_30b-s0507-hidden valid=True action=ABSTAIN latency=2.1s
[2026-09-25T01:57:15.139256Z] 328/14928 r1-qwen3-coder_30b-s0507-exposed valid=True action=ABSTAIN latency=2.9s
[2026-09-25T01:57:18.110561Z] 329/14928 r1-qwen3-coder_30b-s0136-exposed valid=True action=CASH latency=3.0s
[2026-09-25T01:57:19.953892Z] 330/14928 r1-qwen3-coder_30b-s0136-hidden valid=True action=CASH latency=1.8s
[2026-09-25T01:57:22.764359Z] 331/14928 r1-qwen3-coder_30b-s0118-exposed valid=True action=CASH latency=2.8s
[2026-09-25T01:57:24.501219Z] 332/14928 r1-qwen3-coder_30b-s0118-hidden valid=True action=CASH latency=1.7s
[2026-09-25T01:57:26.472153Z] 333/14928 r1-qwen3-coder_30b-s0740-hidden valid=True action=BTC latency=2.0s
[2026-09-25T01:57:29.477610Z] 334/14928 r1-qwen3-coder_30b-s0740-exposed valid=True action=BTC latency=3.0s
[2026-09-25T01:57:31.365638Z] 335/14928 r1-qwen3-coder_30b-s0378-hidden valid=True action=BTC latency=1.9s
[2026-09-25T01:57:34.468780Z] 336/14928 r1-qwen3-coder_30b-s0378-exposed valid=True action=ABSTAIN latency=3.1s
[2026-09-25T01:57:37.354429Z] 337/14928 r1-qwen3-coder_30b-s0000-exposed valid=True action=CASH latency=2.9s
[2026-09-25T01:57:39.092699Z] 338/14928 r1-qwen3-coder_30b-s0000-hidden valid=True action=CASH latency=1.7s
[2026-09-25T01:57:41.989386Z] 339/14928 r1-qwen3-coder_30b-s0775-exposed valid=True action=BTC latency=2.9s
[2026-09-25T01:57:44.039487Z] 340/14928 r1-qwen3-coder_30b-s0775-hidden valid=True action=BTC latency=2.0s
[2026-09-25T01:57:46.099482Z] 341/14928 r1-qwen3-coder_30b-s0565-hidden valid=True action=BTC latency=2.0s
[2026-09-25T01:57:48.962194Z] 342/14928 r1-qwen3-coder_30b-s0565-exposed valid=True action=ABSTAIN latency=2.9s
[2026-09-25T01:57:52.046387Z] 343/14928 r1-qwen3-coder_30b-s0681-exposed valid=True action=BTC latency=3.1s
[2026-09-25T01:57:54.000601Z] 344/14928 r1-qwen3-coder_30b-s0681-hidden valid=True action=BTC latency=2.0s
[2026-09-25T01:57:57.039626Z] 345/14928 r1-qwen3-coder_30b-s1033-exposed valid=True action=BTC latency=3.0s
[2026-09-25T01:57:58.833580Z] 346/14928 r1-qwen3-coder_30b-s1033-hidden valid=True action=BTC latency=1.8s
[2026-09-25T01:58:00.461374Z] 347/14928 r1-qwen3-coder_30b-s1180-hidden valid=True action=CASH latency=1.6s
[2026-09-25T01:58:03.256124Z] 348/14928 r1-qwen3-coder_30b-s1180-exposed valid=True action=CASH latency=2.8s
[2026-09-25T01:58:06.192702Z] 349/14928 r1-qwen3-coder_30b-s1179-exposed valid=True action=CASH latency=2.9s
[2026-09-25T01:58:07.838132Z] 350/14928 r1-qwen3-coder_30b-s1179-hidden valid=True action=CASH latency=1.6s
[2026-09-25T01:58:09.801330Z] 351/14928 r1-qwen3-coder_30b-s1055-hidden valid=True action=BTC latency=2.0s
[2026-09-25T01:58:12.986507Z] 352/14928 r1-qwen3-coder_30b-s1055-exposed valid=True action=BTC latency=3.2s
[2026-09-25T01:58:15.974665Z] 353/14928 r1-qwen3-coder_30b-s1136-exposed valid=True action=ABSTAIN latency=3.0s
[2026-09-25T01:58:17.880254Z] 354/14928 r1-qwen3-coder_30b-s1136-hidden valid=True action=ABSTAIN latency=1.9s
[2026-09-25T01:58:20.839111Z] 355/14928 r1-qwen3-coder_30b-s0907-exposed valid=True action=ABSTAIN latency=3.0s
[2026-09-25T01:58:22.621579Z] 356/14928 r1-qwen3-coder_30b-s0907-hidden valid=True action=ABSTAIN latency=1.8s
[2026-09-25T01:58:24.557775Z] 357/14928 r1-qwen3-coder_30b-s0390-hidden valid=True action=BTC latency=1.9s
[2026-09-25T01:58:27.354495Z] 358/14928 r1-qwen3-coder_30b-s0390-exposed valid=True action=BTC latency=2.8s
[2026-09-25T01:58:30.391160Z] 359/14928 r1-qwen3-coder_30b-s0656-exposed valid=True action=ABSTAIN latency=3.0s
[2026-09-25T01:58:32.108147Z] 360/14928 r1-qwen3-coder_30b-s0656-hidden valid=True action=ABSTAIN latency=1.7s
[2026-09-25T01:58:33.901902Z] 361/14928 r1-qwen3-coder_30b-s0234-hidden valid=True action=CASH latency=1.8s
[2026-09-25T01:58:36.471451Z] 362/14928 r1-qwen3-coder_30b-s0234-exposed valid=True action=CASH latency=2.6s
[2026-09-25T01:58:39.521362Z] 363/14928 r1-qwen3-coder_30b-s1046-exposed valid=True action=BTC latency=3.0s
[2026-09-25T01:58:41.515038Z] 364/14928 r1-qwen3-coder_30b-s1046-hidden valid=True action=BTC latency=2.0s
[2026-09-25T01:58:44.611335Z] 365/14928 r1-qwen3-coder_30b-s0846-exposed valid=True action=ABSTAIN latency=3.1s
[2026-09-25T01:58:46.448237Z] 366/14928 r1-qwen3-coder_30b-s0846-hidden valid=True action=ABSTAIN latency=1.8s
[2026-09-25T01:58:49.581768Z] 367/14928 r1-qwen3-coder_30b-s0488-exposed valid=True action=ABSTAIN latency=3.1s
[2026-09-25T01:58:51.244468Z] 368/14928 r1-qwen3-coder_30b-s0488-hidden valid=True action=ABSTAIN latency=1.7s
[2026-09-25T01:58:54.410456Z] 369/14928 r1-qwen3-coder_30b-s1060-exposed valid=True action=BTC latency=3.2s
[2026-09-25T01:58:56.420751Z] 370/14928 r1-qwen3-coder_30b-s1060-hidden valid=True action=BTC latency=2.0s
[2026-09-25T01:58:59.833846Z] 371/14928 r1-qwen3-coder_30b-s0752-exposed valid=True action=ABSTAIN latency=3.4s
[2026-09-25T01:59:01.640173Z] 372/14928 r1-qwen3-coder_30b-s0752-hidden valid=True action=ABSTAIN latency=1.8s
[2026-09-25T01:59:03.392832Z] 373/14928 r1-qwen3-coder_30b-s0270-hidden valid=True action=CASH latency=1.7s
[2026-09-25T01:59:06.303517Z] 374/14928 r1-qwen3-coder_30b-s0270-exposed valid=True action=CASH latency=2.9s
[2026-09-25T01:59:09.655301Z] 375/14928 r1-qwen3-coder_30b-s0639-exposed valid=True action=ABSTAIN latency=3.3s
[2026-09-25T01:59:11.466632Z] 376/14928 r1-qwen3-coder_30b-s0639-hidden valid=True action=ABSTAIN latency=1.8s
[2026-09-25T01:59:13.387678Z] 377/14928 r1-qwen3-coder_30b-s0303-hidden valid=True action=ABSTAIN latency=1.9s
[2026-09-25T01:59:16.717506Z] 378/14928 r1-qwen3-coder_30b-s0303-exposed valid=True action=ABSTAIN latency=3.3s
[2026-09-25T01:59:18.389158Z] 379/14928 r1-qwen3-coder_30b-s0434-hidden valid=True action=BTC latency=1.7s
[2026-09-25T01:59:21.511567Z] 380/14928 r1-qwen3-coder_30b-s0434-exposed valid=True action=ABSTAIN latency=3.1s
[2026-09-25T01:59:24.092500Z] 381/14928 r1-qwen3-coder_30b-s1175-exposed valid=True action=CASH latency=2.6s
[2026-09-25T01:59:25.869454Z] 382/14928 r1-qwen3-coder_30b-s1175-hidden valid=True action=CASH latency=1.8s
[2026-09-25T01:59:28.916313Z] 383/14928 r1-qwen3-coder_30b-s0796-exposed valid=True action=BTC latency=3.0s
[2026-09-25T01:59:30.894227Z] 384/14928 r1-qwen3-coder_30b-s0796-hidden valid=True action=BTC latency=2.0s
[2026-09-25T01:59:33.998472Z] 385/14928 r1-qwen3-coder_30b-s0299-exposed valid=True action=ABSTAIN latency=3.1s
[2026-09-25T01:59:35.824181Z] 386/14928 r1-qwen3-coder_30b-s0299-hidden valid=True action=BTC latency=1.8s
[2026-09-25T01:59:38.956123Z] 387/14928 r1-qwen3-coder_30b-s0943-exposed valid=True action=ABSTAIN latency=3.1s
[2026-09-25T01:59:40.850315Z] 388/14928 r1-qwen3-coder_30b-s0943-hidden valid=True action=ABSTAIN latency=1.9s
[2026-09-25T01:59:43.599247Z] 389/14928 r1-qwen3-coder_30b-s0590-exposed valid=True action=ABSTAIN latency=2.7s
[2026-09-25T01:59:45.531442Z] 390/14928 r1-qwen3-coder_30b-s0590-hidden valid=True action=ABSTAIN latency=1.9s
[2026-09-25T01:59:47.625717Z] 391/14928 r1-qwen3-coder_30b-s1101-hidden valid=True action=BTC latency=2.1s
[2026-09-25T01:59:50.368393Z] 392/14928 r1-qwen3-coder_30b-s1101-exposed valid=True action=BTC latency=2.7s
[2026-09-25T01:59:53.774863Z] 393/14928 r1-qwen3-coder_30b-s1015-exposed valid=True action=ABSTAIN latency=3.4s
[2026-09-25T01:59:56.046439Z] 394/14928 r1-qwen3-coder_30b-s1015-hidden valid=True action=BTC latency=2.3s
[2026-09-25T01:59:59.418617Z] 395/14928 r1-qwen3-coder_30b-s1029-exposed valid=True action=ABSTAIN latency=3.4s
[2026-09-25T02:00:01.371491Z] 396/14928 r1-qwen3-coder_30b-s1029-hidden valid=True action=ABSTAIN latency=1.9s
[2026-09-25T02:00:03.165443Z] 397/14928 r1-qwen3-coder_30b-s0513-hidden valid=True action=ABSTAIN latency=1.8s
[2026-09-25T02:00:06.069670Z] 398/14928 r1-qwen3-coder_30b-s0513-exposed valid=True action=ABSTAIN latency=2.9s
[2026-09-25T02:00:09.157582Z] 399/14928 r1-qwen3-coder_30b-s0701-exposed valid=True action=BTC latency=3.1s
[2026-09-25T02:00:11.175526Z] 400/14928 r1-qwen3-coder_30b-s0701-hidden valid=True action=BTC latency=2.0s
[2026-09-25T02:00:15.169810Z] 401/14928 r1-qwen3-coder_30b-s1013-exposed valid=True action=ABSTAIN latency=3.5s
[2026-09-25T02:00:17.062835Z] 402/14928 r1-qwen3-coder_30b-s1013-hidden valid=True action=ABSTAIN latency=1.9s
[2026-09-25T02:00:19.797826Z] 403/14928 r1-qwen3-coder_30b-s0415-exposed valid=True action=BTC latency=2.7s
[2026-09-25T02:00:21.838749Z] 404/14928 r1-qwen3-coder_30b-s0415-hidden valid=True action=BTC latency=2.0s
[2026-09-25T02:00:24.739275Z] 405/14928 r1-qwen3-coder_30b-s0280-exposed valid=True action=CASH latency=2.9s
[2026-09-25T02:00:26.436006Z] 406/14928 r1-qwen3-coder_30b-s0280-hidden valid=True action=CASH latency=1.7s
[2026-09-25T02:00:29.321238Z] 407/14928 r1-qwen3-coder_30b-s0840-exposed valid=True action=ABSTAIN latency=2.9s
[2026-09-25T02:00:31.253759Z] 408/14928 r1-qwen3-coder_30b-s0840-hidden valid=True action=ABSTAIN latency=1.9s
[2026-09-25T02:00:32.995292Z] 409/14928 r1-qwen3-coder_30b-s1137-hidden valid=True action=ABSTAIN latency=1.7s
[2026-09-25T02:00:35.795955Z] 410/14928 r1-qwen3-coder_30b-s1137-exposed valid=True action=ABSTAIN latency=2.8s
[2026-09-25T02:00:37.634941Z] 411/14928 r1-qwen3-coder_30b-s0517-hidden valid=True action=ABSTAIN latency=1.8s
[2026-09-25T02:00:40.449364Z] 412/14928 r1-qwen3-coder_30b-s0517-exposed valid=True action=ABSTAIN latency=2.8s
[2026-09-25T02:00:43.651647Z] 413/14928 r1-qwen3-coder_30b-s0171-exposed valid=True action=CASH latency=3.2s
